,date,volume
1077,2022-02-15,7
1078,2022-02-16,3
1079,2022-02-17,6
1080,2022-02-18,7
1081,2022-02-19,2
1082,2022-02-20,4
1083,2022-02-21,5
1084,2022-02-22,2
1085,2022-02-23,5
1086,2022-02-24,6
1087,2022-02-25,6
1088,2022-02-26,1
1089,2022-02-27,3
1090,2022-02-28,29
1091,2022-03-01,25
1092,2022-03-02,11
1093,2022-03-03,7
1094,2022-03-04,7
1095,2022-03-05,4
1096,2022-03-06,2
1097,2022-03-07,5
1098,2022-03-08,3
1099,2022-03-09,21
1100,2022-03-10,43
1101,2022-03-11,34
1102,2022-03-12,28
1103,2022-03-13,39
1104,2022-03-14,30
1105,2022-03-15,26
1106,2022-03-16,43
1107,2022-03-17,72
1108,2022-03-18,6
1109,2022-03-19,2
1110,2022-03-20,6
1111,2022-03-21,5
1112,2022-03-22,7
1113,2022-03-23,6
1114,2022-03-24,35
1115,2022-03-25,60
1116,2022-03-26,27
1117,2022-03-27,40
1118,2022-03-28,79
1119,2022-03-29,57
1120,2022-03-30,56
1121,2022-03-31,111
1122,2022-04-01,96
1123,2022-04-02,80
1124,2022-04-03,68
1125,2022-04-04,121
1126,2022-04-05,93
1127,2022-04-06,82
1128,2022-04-07,109
1129,2022-04-08,62
1130,2022-04-09,56
1131,2022-04-10,28
1132,2022-04-11,107
1133,2022-04-12,64
1134,2022-04-13,63
1135,2022-04-14,29
1136,2022-04-15,34
1137,2022-04-16,32
1138,2022-04-17,66
1139,2022-04-18,38
1140,2022-04-19,51
1141,2022-04-20,33
1142,2022-04-21,32
1143,2022-04-22,46
1144,2022-04-23,36
1145,2022-04-24,25
1146,2022-04-25,68
1147,2022-04-26,48
1148,2022-04-27,70
1149,2022-04-28,83
1150,2022-04-29,89
1151,2022-04-30,127
1152,2022-05-01,68
1153,2022-05-02,71
1154,2022-05-03,68
1155,2022-05-04,68
1156,2022-05-05,69
1157,2022-05-06,71
1158,2022-05-07,46
1159,2022-05-08,95
1160,2022-05-09,178
1161,2022-05-10,40
1162,2022-05-11,178
1163,2022-05-12,112
1164,2022-05-13,61
1165,2022-05-14,36
1166,2022-05-15,8
1167,2022-05-16,20
1168,2022-05-17,15
1169,2022-05-18,21
1170,2022-05-19,14
1171,2022-05-20,17
1172,2022-05-21,37
1173,2022-05-22,35
1174,2022-05-23,61
1175,2022-05-24,51
1176,2022-05-25,60
1177,2022-05-26,101
1178,2022-05-27,70
1179,2022-05-28,58
1180,2022-05-29,48
1181,2022-05-30,69
1182,2022-05-31,65
1183,2022-06-01,59
1184,2022-06-02,75
1185,2022-06-03,60
1186,2022-06-04,62
1187,2022-06-05,39
1188,2022-06-06,44
1189,2022-06-07,85
1190,2022-06-08,56
1191,2022-06-09,66
1192,2022-06-10,139
1193,2022-06-11,92
1194,2022-06-12,107
1195,2022-06-13,443
1196,2022-06-14,373
1197,2022-06-15,85
1198,2022-06-16,37
1199,2022-06-17,43
1200,2022-06-18,35
1201,2022-06-19,36
1202,2022-06-20,40
1203,2022-06-21,8
1204,2022-06-22,15
1205,2022-06-23,9
1206,2022-06-24,14
1207,2022-06-25,5
1208,2022-06-26,6
1209,2022-06-27,18
1210,2022-06-28,19
1211,2022-06-29,28
1212,2022-06-30,46
1213,2022-07-01,22
1214,2022-07-02,21
1215,2022-07-03,13
1216,2022-07-04,28
1217,2022-07-05,10
1218,2022-07-06,19
1219,2022-07-07,20
1220,2022-07-08,9
1221,2022-07-09,11
1222,2022-07-10,14
1223,2022-07-11,43
1224,2022-07-12,58
1225,2022-07-13,61
1226,2022-07-14,40
1227,2022-07-15,26
1228,2022-07-16,36
1229,2022-07-17,13
1230,2022-07-18,37
1231,2022-07-19,38
1232,2022-07-20,32
1233,2022-07-21,21
1234,2022-07-22,50
1235,2022-07-23,50
1236,2022-07-24,53
1237,2022-07-25,52
1238,2022-07-26,89
1239,2022-07-27,80
1240,2022-07-28,84
1241,2022-07-29,62
1242,2022-07-30,55
1243,2022-07-31,44
