date,mev_unscaled,mev_monthly,isPartial,scale,mev
2020-07-07,0,50.0,,0.5,0.0
2020-07-08,74,50.0,,0.5,37.0
2020-07-09,0,50.0,,0.5,0.0
2020-07-10,49,50.0,,0.5,24.5
2020-07-11,55,50.0,,0.5,27.5
2020-07-12,46,35.0,False,0.35,16.099999999999998
2020-07-13,39,35.0,,0.35,13.649999999999999
2020-07-14,42,35.0,,0.35,14.7
2020-07-15,16,35.0,,0.35,5.6
2020-07-16,0,35.0,,0.35,0.0
2020-07-17,59,35.0,,0.35,20.65
2020-07-18,34,35.0,,0.35,11.899999999999999
2020-07-19,56,47.0,False,0.47,26.32
2020-07-20,41,47.0,,0.47,19.27
2020-07-21,0,47.0,,0.47,0.0
2020-07-22,32,47.0,,0.47,15.04
2020-07-23,43,47.0,,0.47,20.209999999999997
2020-07-24,53,47.0,,0.47,24.91
2020-07-25,0,47.0,,0.47,0.0
2020-07-26,51,36.0,False,0.36,18.36
2020-07-27,0,36.0,,0.36,0.0
2020-07-28,51,36.0,,0.36,18.36
2020-07-29,49,36.0,,0.36,17.64
2020-07-30,52,36.0,,0.36,18.72
2020-07-31,21,36.0,,0.36,7.56
2020-08-01,47,36.0,,0.36,16.919999999999998
2020-08-02,0,44.0,False,0.44,0.0
2020-08-03,34,44.0,,0.44,14.96
2020-08-04,0,44.0,,0.44,0.0
2020-08-05,56,44.0,,0.44,24.64
2020-08-06,100,44.0,,0.44,44.0
2020-08-07,0,44.0,,0.44,0.0
2020-08-08,0,44.0,,0.44,0.0
2020-08-09,64,32.0,False,0.32,20.48
2020-08-10,61,32.0,,0.32,19.52
2020-08-11,0,32.0,,0.32,0.0
2020-08-12,31,32.0,,0.32,9.92
2020-08-13,95,32.0,,0.32,30.400000000000002
2020-08-14,67,32.0,,0.32,21.44
2020-08-15,36,32.0,,0.32,11.52
2020-08-16,0,37.0,False,0.37,0.0
2020-08-17,69,37.0,,0.37,25.53
2020-08-18,66,37.0,,0.37,24.419999999999998
2020-08-19,0,37.0,,0.37,0.0
2020-08-20,64,37.0,,0.37,23.68
2020-08-21,0,37.0,,0.37,0.0
2020-08-22,33,37.0,,0.37,12.209999999999999
2020-08-23,72,33.0,False,0.33,23.76
2020-08-24,55,33.0,,0.33,18.150000000000002
2020-08-25,22,33.0,,0.33,7.260000000000001
2020-08-26,0,33.0,,0.33,0.0
2020-08-27,0,33.0,,0.33,0.0
2020-08-28,69,33.0,,0.33,22.77
2020-08-29,25,33.0,,0.33,8.25
2020-08-30,45,33.0,False,0.33,14.850000000000001
2020-08-31,0,33.0,,0.33,0.0
2020-09-01,22,33.0,,0.33,7.260000000000001
2020-09-02,0,33.0,,0.33,0.0
2020-09-03,43,33.0,,0.33,14.190000000000001
2020-09-04,17,33.0,,0.33,5.61
2020-09-05,54,33.0,,0.33,17.82
2020-09-06,70,54.0,False,0.54,37.800000000000004
2020-09-07,81,54.0,,0.54,43.74
2020-09-08,24,54.0,,0.54,12.96
2020-09-09,58,54.0,,0.54,31.32
2020-09-10,42,54.0,,0.54,22.68
2020-09-11,79,54.0,,0.54,42.660000000000004
2020-09-12,42,54.0,,0.54,22.68
2020-09-13,36,46.0,False,0.46,16.560000000000002
2020-09-14,51,46.0,,0.46,23.46
2020-09-15,33,46.0,,0.46,15.180000000000001
2020-09-16,37,46.0,,0.46,17.02
2020-09-17,74,46.0,,0.46,34.04
2020-09-18,47,46.0,,0.46,21.62
2020-09-19,27,46.0,,0.46,12.42
2020-09-20,43,50.0,False,0.5,21.5
